id,name,age,salary,department,joining_date,employee_status
3212,Ian,,,Marketing,2019-07-26,terminated
3213,Alice,,50000,Finance,2016-01-17,active
3214,David,25,,Marketing,2016-01-24,active
3215,Charlie,40,,HR,2019-01-10,terminated
3216,Bob,25,1000000,Finance,2016-11-24,active
3217,Hannah,25,70000,Sales,2016-04-05,terminated
3218,Grace,32,80000,HR,2015-04-20,active
3219,Ian,40,invalid,Finance,2015-08-02,active
3220,Bob,32,50000,Finance,2021-11-15,active
3221,David,40,invalid,Engineering,,active
3222,Frank,,50000,HR,2016-05-29,active
3223,Charlie,45,50000,Marketing,2020-08-11,terminated
3224,Hannah,23,80000,HR,2015-07-29,active
3225,Charlie,45,500000,HR,2022-11-11,active
3226,Bob,60,500000,Engineering,2015-02-27,terminated
3227,Charlie,40,invalid,Marketing,2016-04-28,active
3228,Frank,45,80000,Engineering,2019-10-19,active
3229,Bob,25,70000,Engineering,2018-02-10,active
3230,Hannah,,60000,Engineering,2016-04-29,terminated
3231,Alice,23,70000,HR,2015-03-12,active
3232,Grace,23,invalid,Engineering,2019-02-15,terminated
3233,Bob,60,60000,Sales,2019-06-26,terminated
3234,Jack,23,50000,Marketing,2017-12-04,terminated
3235,Frank,,,Marketing,2022-05-27,terminated
3236,Bob,45,invalid,Engineering,2019-11-01,active
3237,Bob,23,,HR,2022-02-02,terminated
3238,Jack,23,50000,Finance,2020-01-03,active
3239,Hannah,40,60000,Finance,2022-10-04,terminated
3240,Bob,25,80000,HR,2018-05-12,terminated
3241,Grace,40,70000,Engineering,2016-04-20,active
3242,Charlie,45,60000,Engineering,2016-07-25,terminated
3243,Hannah,,60000,Sales,2019-01-06,active
3244,Grace,,50000,Finance,2022-08-26,terminated
3245,Hannah,40,80000,Finance,2018-06-24,active
3246,Grace,32,60000,Marketing,,active
3247,Frank,40,80000,Engineering,2019-04-23,terminated
3248,Grace,32,,HR,2016-10-10,active
3249,Eve,60,60000,Engineering,2016-04-10,terminated
3250,Grace,40,80000,Engineering,,terminated
3251,Alice,32,70000,Sales,2021-04-08,active
3252,Alice,32,50000,HR,2019-10-13,active
3253,Ian,23,500000,Sales,2016-07-11,terminated
3254,Eve,60,80000,Sales,2022-06-24,terminated
3255,Eve,23,50000,Sales,2019-04-27,active
3256,Charlie,32,500000,Sales,2021-12-14,active
3257,Eve,32,60000,Engineering,2016-03-28,active
3258,Charlie,25,60000,Marketing,2022-01-26,terminated
3259,Ian,32,,Engineering,2021-12-21,terminated
3260,Ian,23,50000,Sales,2020-03-12,active
3261,Frank,32,70000,Sales,2022-10-20,terminated
3262,Alice,,1000000,Marketing,2017-01-11,active
3263,Grace,25,70000,Finance,2020-04-25,active
3264,Grace,32,80000,HR,2016-12-09,terminated
3265,Jack,23,70000,Sales,2015-07-12,terminated
3266,Jack,23,500000,Sales,2015-06-03,terminated
3267,David,45,50000,Engineering,2016-04-10,terminated
3268,Hannah,23,60000,Sales,2016-07-20,active
3269,Frank,25,50000,Sales,2022-09-15,terminated
3270,David,23,50000,HR,2019-01-13,terminated
3271,David,,60000,Engineering,2020-10-27,active
3272,Bob,40,500000,Finance,2015-01-11,terminated
3273,Bob,,50000,Sales,2016-07-23,terminated
3274,David,60,70000,Sales,2017-10-01,terminated
3275,Eve,,80000,Finance,2021-04-05,terminated
3276,Hannah,25,1000000,Marketing,2017-03-20,active
3277,Frank,25,80000,Finance,2017-04-28,active
3278,David,45,50000,Finance,,active
3279,Grace,23,500000,Engineering,2021-01-17,active
3280,Hannah,45,60000,Finance,2016-05-13,terminated
3281,Bob,25,,Engineering,2021-01-28,active
3282,Grace,23,500000,Finance,2022-12-14,terminated
3283,Bob,25,50000,Sales,2018-03-04,terminated
3284,Bob,25,50000,Sales,2021-03-23,terminated
3285,Hannah,40,,Marketing,2020-03-23,active
3286,Bob,,80000,Finance,2020-01-18,terminated
3287,Ian,45,500000,HR,2015-02-01,active
3288,Alice,45,80000,Finance,2015-10-22,terminated
3289,Ian,32,1000000,HR,2019-06-02,active
3290,Alice,60,,Finance,2019-04-05,active
3291,Jack,40,60000,Engineering,2019-04-01,active
3292,Jack,25,1000000,Sales,,active
3293,Bob,25,50000,HR,2018-02-02,terminated
3294,Frank,40,70000,HR,2016-12-26,active
3295,Frank,23,80000,Finance,2016-08-08,active
3296,Alice,45,80000,Sales,2022-03-16,active
3297,Grace,25,500000,Marketing,2017-01-02,terminated
3298,Hannah,60,1000000,HR,2015-11-30,terminated
3299,Bob,32,1000000,Sales,2019-10-05,active
3300,Hannah,45,80000,Sales,2022-08-16,active
3301,Ian,,60000,HR,2015-12-28,terminated
3302,Frank,60,,Engineering,2017-07-18,terminated
3303,Eve,40,60000,Engineering,2017-07-23,active
3304,Ian,45,80000,Finance,2017-12-08,terminated
3305,Ian,,500000,Finance,2016-05-04,terminated
3306,Alice,32,50000,Sales,2015-05-13,active
3307,Charlie,23,invalid,HR,2017-05-22,active
3308,Ian,40,50000,Engineering,2015-10-26,terminated
3309,Bob,23,500000,Sales,2022-02-19,active
3310,David,60,50000,Engineering,2019-09-19,active
3311,David,25,80000,HR,2020-05-19,terminated
3312,Bob,23,80000,Engineering,2020-01-22,terminated
3313,Charlie,25,50000,Marketing,2018-03-23,terminated
3314,Charlie,60,60000,Finance,2015-07-13,active
3315,Alice,,60000,Engineering,2021-09-11,active
3316,Frank,45,500000,HR,2021-10-19,terminated
3317,Hannah,32,60000,HR,2022-04-05,terminated
3318,Charlie,,1000000,Marketing,2021-09-01,active
3319,Eve,32,70000,HR,2022-05-14,active
3320,Alice,23,50000,Marketing,2021-07-10,terminated
3321,Jack,32,invalid,Sales,2018-11-30,terminated
3322,Grace,23,70000,Engineering,2016-01-03,active
3323,Jack,32,1000000,HR,2022-02-22,active
3324,Alice,40,50000,Finance,2017-01-07,terminated
3325,Ian,,70000,Engineering,2021-12-31,active
3326,Hannah,40,500000,Marketing,2022-07-06,terminated
3327,Grace,45,500000,Engineering,2020-03-04,active
3328,Jack,45,50000,Engineering,2016-06-11,active
3329,Grace,25,,HR,2020-11-17,terminated
3330,Eve,25,,Finance,2019-01-02,active
3331,Eve,25,1000000,Sales,2015-10-05,terminated
3332,Eve,60,50000,Finance,2018-11-02,terminated
3333,Alice,45,50000,Marketing,2018-08-04,active
3334,Hannah,32,50000,Finance,2016-03-03,terminated
3335,Alice,23,60000,Finance,2019-06-05,active
3336,David,60,50000,Marketing,2015-11-25,terminated
3337,Ian,32,500000,Finance,2017-10-20,terminated
3338,Ian,,500000,Sales,2017-02-02,terminated
3339,Eve,45,80000,Engineering,,active
3340,David,23,,Sales,2015-02-02,terminated
3341,Charlie,23,,Engineering,2020-12-07,active
3342,Charlie,23,1000000,Engineering,2016-01-21,terminated
3343,Eve,25,50000,Finance,2015-01-14,terminated
3344,Jack,23,,Engineering,2022-04-14,terminated
3345,Alice,23,50000,Marketing,2022-08-16,active
3346,Eve,45,50000,Sales,2021-06-26,terminated
3347,Frank,32,,Engineering,2015-03-27,active
3348,Grace,60,,Finance,2022-02-02,terminated
3349,Ian,60,80000,Finance,2017-12-23,terminated
3350,Charlie,32,1000000,Finance,2019-12-30,active
3351,Bob,40,70000,HR,2015-03-21,active
3352,Charlie,40,80000,Sales,2016-01-29,active
3353,Ian,,80000,Finance,2016-10-28,terminated
3354,Grace,45,,Marketing,2020-04-05,terminated
3355,Ian,40,1000000,Finance,2018-10-05,terminated
3356,Bob,40,500000,HR,,active
3357,Eve,45,1000000,Sales,2021-09-16,terminated
3358,David,32,80000,Engineering,2021-05-03,active
3359,Bob,,500000,Sales,2017-12-11,terminated
3360,Ian,,,Engineering,2022-05-09,active
3361,Ian,,60000,Engineering,2015-02-01,active
3362,Frank,40,50000,Finance,2017-10-17,terminated
3363,Frank,32,70000,Marketing,2018-09-21,active
3364,Hannah,,500000,Marketing,2020-06-23,terminated
3365,Frank,45,60000,Finance,2019-12-26,active
3366,Alice,,500000,HR,2016-04-12,active
3367,David,60,50000,Engineering,2015-10-19,terminated
3368,Grace,25,50000,Marketing,2016-08-22,terminated
3369,Bob,32,1000000,Sales,2015-06-20,active
3370,Ian,25,70000,HR,2021-08-12,terminated
3371,Hannah,32,80000,Finance,2021-06-13,active
3372,Hannah,23,invalid,HR,2020-10-16,terminated
3373,Grace,45,invalid,Marketing,2018-01-11,active
3374,David,23,500000,Finance,2015-06-25,terminated
3375,Bob,40,500000,Marketing,2017-07-08,active
3376,Charlie,40,500000,Engineering,2020-04-01,terminated
3377,Frank,23,1000000,HR,2015-04-22,active
3378,Eve,32,500000,Engineering,2019-11-28,active
3379,Hannah,,500000,Sales,2015-12-21,terminated
3380,Frank,25,,Engineering,2019-11-29,terminated
3381,Frank,45,50000,HR,2015-07-10,active
3382,Alice,,1000000,Sales,2021-04-28,terminated
3383,David,40,50000,Marketing,2022-04-17,terminated
3384,Eve,,80000,Sales,2019-10-14,terminated
3385,Charlie,23,1000000,HR,2018-09-24,terminated
3386,Ian,23,80000,Finance,2022-06-28,active
3387,Alice,60,1000000,Sales,,active
3388,Frank,60,,Marketing,2020-12-07,active
3389,Frank,25,50000,Sales,2017-07-25,terminated
3390,Jack,40,1000000,Engineering,2021-08-28,terminated
3391,Eve,32,80000,Finance,,active
3392,Eve,45,1000000,HR,2022-12-29,terminated
3393,Jack,23,70000,Finance,2017-02-03,active
3394,Eve,45,500000,Engineering,2017-02-11,active
3395,Frank,40,500000,Finance,2020-11-02,active
3396,Hannah,32,invalid,Engineering,2020-08-26,active
3397,Bob,60,500000,Sales,2019-04-09,terminated
3398,Frank,23,500000,HR,2016-01-19,active
3399,Alice,25,70000,Engineering,2019-07-06,terminated
3400,David,45,60000,Engineering,2020-10-30,active
3401,Jack,40,,Sales,2019-03-22,terminated
3402,Charlie,45,80000,Engineering,2022-10-14,terminated
3403,Ian,60,60000,HR,2020-11-23,active
3404,Charlie,60,80000,Marketing,2019-08-11,terminated
3405,Frank,32,60000,Finance,2015-05-27,terminated
3406,Alice,25,500000,Engineering,2021-05-10,terminated
3407,Frank,60,80000,Finance,2019-09-21,terminated
3408,David,32,,Finance,2022-01-02,active
3409,Hannah,60,50000,Marketing,2017-01-04,active
3410,Ian,23,70000,Engineering,2015-02-07,active
3411,David,,60000,HR,2020-05-28,active
3412,Jack,32,70000,Engineering,2016-07-24,active
3413,Jack,32,70000,Finance,2019-10-14,terminated
3414,Frank,45,80000,Sales,2016-10-21,active
3415,Alice,60,50000,Marketing,2020-10-30,terminated
3416,David,32,80000,HR,2018-11-20,active
3417,Grace,40,70000,HR,2017-05-30,terminated
3418,Alice,23,500000,Finance,2017-04-28,active
3419,Hannah,45,1000000,HR,2022-10-05,terminated
3420,Jack,45,,Finance,2018-06-26,active
3421,Frank,,50000,HR,2017-02-03,active
3422,Eve,23,50000,HR,2021-05-19,active
3423,Jack,40,500000,Finance,2020-07-26,active
3424,Ian,23,70000,Marketing,2019-09-02,active
3425,Bob,32,80000,HR,2015-09-09,terminated
3426,Eve,,500000,Engineering,2017-10-02,active
3427,Frank,40,,Sales,2018-10-27,active
3428,Grace,,60000,Finance,2018-08-17,terminated
3429,Eve,23,80000,HR,2018-09-09,active
3430,Ian,25,50000,Marketing,2016-12-08,terminated
3431,Alice,23,500000,Engineering,,terminated
3432,Grace,32,80000,Finance,2017-05-04,terminated
3433,Jack,,60000,Engineering,2020-09-14,active
3434,Grace,25,1000000,Sales,2018-06-07,terminated
3435,David,32,1000000,Marketing,2019-07-27,active
3436,Ian,,,Finance,2018-04-03,terminated
3437,Eve,,1000000,Finance,2019-04-12,terminated
3438,David,23,1000000,HR,2019-06-19,active
3439,Grace,60,500000,Engineering,2018-02-25,terminated
3440,David,,,Finance,2016-05-26,active
3441,Charlie,,60000,Engineering,2022-09-06,active
3442,Ian,45,60000,Sales,2015-10-05,terminated
3443,Hannah,60,1000000,HR,2015-11-27,terminated
3444,Alice,,70000,Sales,2021-08-04,terminated
3445,Grace,23,50000,HR,2017-05-20,active
3446,Ian,45,70000,HR,2019-01-03,active
3447,Hannah,45,80000,Engineering,2020-11-19,active
3448,Hannah,25,60000,HR,2016-01-12,active
3449,Frank,32,70000,Sales,2018-07-03,terminated
3450,David,45,50000,Sales,2022-03-21,terminated
3451,Hannah,40,50000,Sales,2022-09-22,active
3452,Charlie,45,60000,Engineering,2017-04-01,terminated
3453,Ian,40,500000,Engineering,2015-01-02,active
3454,Bob,60,70000,Marketing,2020-02-07,active
3455,Bob,25,,Finance,2020-02-26,terminated
3456,Grace,40,60000,Marketing,2015-05-08,active
3457,Jack,25,1000000,Marketing,2020-05-27,active
3458,David,25,80000,HR,2019-01-18,active
3459,Jack,25,70000,HR,2017-07-31,active
3460,Hannah,40,invalid,Marketing,2021-07-27,terminated
3461,Ian,40,60000,Finance,2020-09-20,active
3462,Grace,25,500000,Marketing,2018-10-10,active
3463,Eve,60,70000,Engineering,2015-09-16,active
3464,Hannah,25,70000,Sales,2018-05-18,active
3465,David,60,80000,Marketing,2015-02-06,active
3466,Bob,32,500000,HR,2020-08-31,terminated
3467,Frank,60,80000,Finance,2018-03-30,active
3468,Ian,60,,HR,2019-11-01,terminated
3469,Alice,60,80000,Engineering,,terminated
3470,Jack,25,1000000,HR,2020-02-22,active
3471,Grace,,invalid,HR,2017-04-09,terminated
3472,Jack,32,80000,Finance,2018-08-01,terminated
3473,Ian,32,,Finance,2020-02-01,terminated
3474,Jack,32,500000,HR,2020-03-31,terminated
3475,Ian,,80000,HR,2021-06-11,active
3476,Jack,32,80000,Marketing,2015-01-14,active
3477,Charlie,32,60000,Engineering,2015-02-17,active
3478,Eve,40,80000,Marketing,2018-06-19,terminated
3479,Hannah,23,,Finance,2020-03-24,active
3480,Hannah,40,invalid,Marketing,2019-10-01,active
3481,David,25,,Marketing,2018-01-26,terminated
3482,Alice,25,80000,HR,2017-03-26,active
3483,Alice,60,80000,HR,2018-02-23,active
3484,David,45,,Engineering,2021-01-16,active
3485,Frank,23,500000,Sales,2018-07-12,active
3486,Hannah,,500000,Sales,2018-06-24,terminated
3487,Frank,40,1000000,Marketing,2020-07-11,active
3488,Ian,25,500000,Engineering,2021-02-10,terminated
3489,Ian,,70000,Engineering,2021-11-19,active
3490,Bob,32,60000,Finance,2019-05-13,terminated
3491,Jack,,60000,HR,2019-09-16,active
3492,Alice,40,500000,Finance,2022-10-01,active
3493,Bob,23,80000,Sales,2022-05-02,active
3494,Eve,45,invalid,Engineering,2017-01-04,terminated
3495,David,60,,Sales,2020-03-21,active
3496,David,40,80000,HR,2018-06-16,terminated
3497,Ian,60,60000,HR,2016-07-11,active
3498,Hannah,23,50000,HR,2018-06-06,terminated
3499,Frank,25,60000,Sales,2021-07-02,terminated
3500,Alice,60,500000,Engineering,2015-03-07,active
3501,Bob,25,,Finance,2021-06-18,active
3502,Frank,,60000,Engineering,2015-10-17,terminated
3503,Bob,40,1000000,Engineering,2021-03-24,active
3504,Jack,25,70000,Marketing,2015-06-24,terminated
3505,Eve,32,invalid,Engineering,2017-12-24,terminated
3506,Eve,32,1000000,Finance,2017-04-26,terminated
3507,Frank,45,1000000,Marketing,2022-09-10,active
3508,Frank,,70000,Engineering,2021-05-06,active
3509,Frank,25,80000,Marketing,2021-02-07,terminated
3510,Bob,45,invalid,Engineering,2017-04-14,terminated
3511,Jack,32,,HR,2021-07-15,terminated
3512,Charlie,45,50000,HR,2017-06-05,terminated
3513,Frank,45,50000,Engineering,2020-04-03,active
3514,Hannah,25,80000,Marketing,2017-05-08,terminated
3515,Alice,25,80000,Finance,2022-09-01,terminated
3516,Alice,25,70000,HR,2018-02-13,active
3517,Bob,,1000000,Marketing,,terminated
3518,Frank,60,,Finance,2017-10-31,terminated
3519,Ian,45,70000,Marketing,2015-06-16,active
3520,David,45,,Engineering,2020-07-02,terminated
3521,Charlie,,,HR,2022-02-23,active
3522,Hannah,32,50000,HR,2019-12-29,terminated
3523,Jack,40,1000000,HR,2020-05-25,active
3524,Ian,60,,Engineering,2015-11-24,active
3525,Eve,32,60000,Finance,2017-12-06,active
3526,Ian,,,Finance,2018-11-02,active
3527,Bob,60,50000,HR,2020-02-02,terminated
3528,Charlie,60,500000,Finance,2017-03-31,active
3529,Grace,45,70000,HR,2016-02-03,terminated
3530,Grace,45,,Finance,2016-03-12,active
3531,Frank,25,60000,HR,2022-10-28,active
3532,Frank,25,80000,Finance,2017-03-07,active
3533,Bob,45,70000,Marketing,2017-12-06,terminated
3534,Jack,45,80000,HR,2022-08-10,active
3535,Frank,23,60000,HR,2022-10-16,active
3536,David,60,50000,Sales,2022-05-06,active
3537,Charlie,25,500000,HR,2016-06-09,active
3538,Bob,25,1000000,Finance,2016-05-03,terminated
3539,Alice,32,50000,Marketing,2019-11-24,active
3540,Eve,45,500000,Marketing,2021-12-27,terminated
3541,Bob,60,1000000,Finance,2017-01-19,terminated
3542,Bob,45,70000,Engineering,2018-10-22,terminated
3543,Grace,,,HR,2018-08-31,active
3544,Hannah,32,,Marketing,2018-02-07,terminated
3545,Jack,40,80000,Finance,2022-12-31,terminated
3546,Hannah,40,50000,Marketing,2019-05-19,active
3547,David,40,,Marketing,2016-07-09,terminated
3548,Alice,60,500000,Finance,2020-07-28,active
3549,Grace,23,1000000,Sales,2021-09-22,terminated
3550,Alice,25,,Marketing,2015-08-27,terminated
3551,David,60,50000,Marketing,2015-11-13,active
3552,Hannah,40,50000,Engineering,2017-02-08,terminated
3553,Bob,,60000,Sales,2020-10-27,terminated
3554,Frank,60,1000000,Engineering,2021-11-27,terminated
3555,Frank,60,80000,Finance,2015-11-26,active
3556,Ian,25,1000000,HR,2022-01-01,active
3557,Eve,25,50000,Finance,2017-02-15,active
3558,Jack,40,1000000,Sales,2019-09-21,terminated
3559,David,25,60000,Finance,2017-07-08,active
3560,Eve,32,1000000,Sales,2021-01-22,active
3561,Jack,32,50000,Engineering,2019-09-30,terminated
3562,Eve,40,70000,Marketing,2021-04-03,terminated
3563,Hannah,60,500000,Finance,2019-08-21,active
3564,Jack,,500000,Finance,2021-11-23,active
3565,Hannah,25,70000,Marketing,2015-05-15,terminated
3566,Bob,45,70000,Finance,2017-08-04,active
3567,Grace,60,50000,Finance,2015-06-09,active
3568,Hannah,40,,HR,2022-04-20,terminated
3569,Frank,23,,HR,2017-04-21,terminated
3570,Eve,25,70000,Marketing,2022-09-03,terminated
3571,Ian,40,80000,Engineering,2022-09-03,terminated
3572,Charlie,40,500000,Finance,2018-01-29,terminated
3573,Jack,,60000,Finance,2018-06-02,active
3574,David,45,70000,Engineering,,active
3575,Ian,25,500000,Finance,2018-10-20,active
3576,Frank,40,60000,Engineering,2018-09-03,terminated
3577,Hannah,40,1000000,Marketing,2016-02-19,terminated
3578,Grace,60,60000,Marketing,2017-11-12,active
3579,Bob,25,70000,Engineering,2017-04-19,active
3580,Charlie,40,,Engineering,2018-04-21,terminated
3581,Alice,40,80000,Sales,2016-10-17,terminated
3582,Ian,40,500000,HR,2019-07-14,active
3583,Grace,32,70000,HR,2017-02-15,terminated
3584,Alice,32,60000,Finance,2019-12-01,active
3585,Charlie,45,500000,Finance,2017-09-05,terminated
3586,David,,50000,Engineering,2016-07-04,active
3587,David,60,1000000,Engineering,2015-10-27,terminated
3588,Eve,60,50000,HR,2018-08-13,active
3589,Charlie,25,500000,Finance,2018-07-16,terminated
3590,Charlie,,500000,HR,2016-08-10,terminated
3591,Alice,,60000,Marketing,2018-07-27,active
3592,Grace,60,70000,HR,2020-09-26,terminated
3593,Jack,32,,HR,2015-07-24,terminated
3594,Alice,45,70000,Engineering,2022-04-12,active
3595,Bob,,80000,Finance,2016-02-26,terminated
3596,David,60,500000,Marketing,2017-08-31,terminated
3597,David,,50000,HR,2020-06-08,active
3598,Eve,40,60000,HR,2020-05-27,active
3599,Bob,25,,Engineering,2021-06-25,terminated
3600,David,45,1000000,Sales,2017-08-05,terminated
3601,Alice,60,70000,Finance,2019-08-31,terminated
3602,Bob,25,80000,Finance,2020-11-07,terminated
3603,Alice,32,70000,Finance,2016-07-03,terminated
3604,Jack,,1000000,HR,2019-11-30,terminated
3605,Jack,,80000,HR,2019-11-29,terminated
3606,David,23,70000,HR,2020-06-28,active
3607,David,25,,Sales,2018-07-06,terminated
3608,Grace,32,,HR,2019-06-28,terminated
3609,Jack,60,invalid,Finance,2019-09-07,active
3610,Ian,23,invalid,Finance,2019-06-30,active
3611,Ian,23,80000,Engineering,2020-11-28,terminated
3612,Eve,40,60000,Sales,2019-04-12,active
3613,Jack,23,1000000,Marketing,2020-06-05,active
3614,Alice,23,,HR,2016-11-14,terminated
3615,Alice,40,50000,Marketing,2015-01-23,active
3616,Frank,,1000000,HR,2019-07-28,active
3617,Bob,,80000,Sales,2018-12-03,terminated
3618,Hannah,45,1000000,Sales,2022-03-03,terminated
3619,Ian,23,1000000,Finance,2021-10-24,terminated
3620,David,25,60000,Sales,2019-11-27,terminated
3621,Eve,,80000,Marketing,2020-04-19,terminated
3622,Hannah,32,60000,Marketing,2019-12-23,active
3623,Charlie,60,80000,Sales,2018-09-20,terminated
3624,Eve,25,50000,Marketing,2016-11-17,terminated
3625,Charlie,45,1000000,HR,2018-03-16,active
3626,Jack,23,,Engineering,2016-04-06,active
3627,Charlie,40,70000,Finance,2016-09-20,active
3628,Charlie,45,1000000,Engineering,,active
3629,Grace,25,70000,Marketing,2016-10-27,terminated
3630,Grace,40,70000,Finance,2015-11-04,terminated
3631,Grace,32,1000000,Engineering,2021-10-04,active
3632,Jack,40,60000,Engineering,2020-02-12,terminated
3633,Hannah,40,invalid,Marketing,2015-10-30,terminated
3634,Eve,32,1000000,Finance,2016-12-12,active
3635,Eve,,500000,Finance,2016-06-09,terminated
3636,David,,60000,Engineering,2015-02-16,active
3637,Grace,40,1000000,Finance,2017-01-29,active
3638,Jack,60,1000000,Finance,2016-08-28,active
3639,David,40,60000,HR,2021-12-21,active
3640,Bob,45,1000000,Marketing,2015-04-16,terminated
3641,David,60,60000,Marketing,2017-01-09,terminated
3642,Hannah,,1000000,HR,2017-06-25,terminated
3643,Ian,32,500000,Engineering,2022-09-18,terminated
3644,Charlie,23,1000000,Sales,2021-01-14,active
3645,Grace,23,60000,Engineering,2021-08-15,terminated
3646,Ian,40,,HR,2017-03-02,active
3647,David,40,1000000,Finance,2020-08-05,terminated
3648,Jack,23,70000,HR,2021-04-11,active
3649,Charlie,45,80000,Marketing,2019-04-08,terminated
3650,Eve,45,60000,Finance,2020-12-04,terminated
3651,Alice,45,1000000,Engineering,2015-03-11,active
3652,Charlie,25,,Finance,2018-01-03,active
3653,Hannah,32,50000,Marketing,2015-05-15,terminated
3654,Hannah,25,80000,HR,2017-01-06,active
3655,David,40,60000,Engineering,2015-05-18,active
3656,Bob,45,60000,Sales,2020-02-20,active
3657,Hannah,45,1000000,Sales,2022-07-23,active
3658,Hannah,23,80000,HR,2018-12-08,terminated
3659,Jack,23,80000,Engineering,2018-12-26,terminated
3660,David,60,60000,Engineering,2021-04-06,active
3661,Charlie,45,invalid,Finance,2022-01-28,terminated
3662,Bob,,50000,HR,2015-08-05,active
3663,Ian,23,1000000,Finance,2021-12-29,terminated
3664,Alice,32,,HR,2021-10-01,active
3665,Grace,25,500000,Marketing,2016-01-22,terminated
3666,Eve,32,70000,HR,2018-03-03,active
3667,Hannah,23,70000,Finance,2018-08-31,active
3668,David,45,70000,Engineering,2017-07-11,active
3669,Grace,40,60000,HR,2016-08-17,active
3670,Eve,,invalid,Engineering,2022-11-27,terminated
3671,Eve,23,1000000,Marketing,2015-02-05,active
3672,Ian,32,50000,Sales,2017-04-08,active
3673,Ian,40,50000,Sales,2019-11-02,active
3674,Ian,23,1000000,Finance,2019-06-24,active
3675,Frank,45,500000,HR,,terminated
3676,Frank,60,60000,Marketing,2020-08-01,terminated
3677,Eve,45,60000,Marketing,2022-06-22,terminated
3678,Ian,45,60000,Engineering,2018-03-11,terminated
3679,Jack,45,50000,Finance,,terminated
3680,Hannah,23,60000,Marketing,2021-06-26,terminated
3681,Grace,60,invalid,HR,2019-03-28,active
3682,Grace,,80000,Marketing,2016-12-23,terminated
3683,Frank,,80000,Sales,2022-09-30,terminated
3684,Eve,32,60000,Finance,2022-04-28,terminated
3685,David,23,80000,Engineering,2019-01-24,terminated
3686,Charlie,60,1000000,HR,2020-07-25,active
3687,Charlie,60,500000,Sales,2015-11-19,active
3688,Frank,45,60000,Marketing,2017-07-18,terminated
3689,David,,500000,Finance,2020-01-11,active
3690,Frank,23,invalid,Finance,2018-03-06,active
3691,Charlie,40,60000,HR,2018-11-18,active
3692,David,,,Engineering,2019-08-20,active
3693,Ian,,70000,Sales,2020-10-09,terminated
3694,Eve,60,,Engineering,2020-05-27,active
3695,Grace,32,70000,HR,2019-12-30,terminated
3696,Jack,,70000,HR,2021-07-03,terminated
3697,Bob,40,80000,Sales,2021-01-24,active
3698,Eve,45,70000,Finance,2021-08-02,active
3699,Ian,25,70000,Finance,2019-04-08,terminated
3700,Charlie,32,,Sales,2022-12-25,terminated
3701,Ian,40,70000,Engineering,2020-06-06,terminated
3702,Frank,32,60000,Sales,2020-01-22,terminated
3703,David,23,500000,Finance,2016-11-13,active
3704,Grace,45,1000000,Engineering,2020-11-01,terminated
3705,Hannah,,500000,Marketing,2021-04-14,terminated
3706,Frank,23,60000,Engineering,2017-04-05,active
3707,Eve,,1000000,Finance,2019-02-28,active
3708,Frank,60,80000,HR,2017-07-20,terminated
3709,Eve,40,1000000,Engineering,2021-12-03,active
3710,Hannah,45,invalid,Engineering,2016-10-07,terminated
3711,Alice,25,,HR,2015-07-12,active
3712,Grace,25,1000000,Finance,,terminated
3713,Jack,,1000000,Marketing,2021-10-21,terminated
3714,Jack,23,50000,Marketing,2016-05-14,terminated
3715,Bob,60,500000,Sales,2015-06-01,terminated
3716,Ian,45,,Marketing,2016-10-30,active
3717,Alice,45,500000,Marketing,2019-03-24,active
3718,Jack,40,50000,Engineering,2021-05-05,terminated
3719,Frank,23,70000,Sales,2016-07-28,active
3720,Ian,25,50000,Marketing,2019-04-10,terminated
3721,Alice,40,70000,Engineering,2020-07-31,active
3722,David,32,500000,Sales,2021-01-13,terminated
3723,David,45,1000000,Engineering,2021-02-12,terminated
3724,Ian,25,,HR,2015-11-13,active
3725,Eve,40,,Finance,2022-04-01,terminated
3726,Eve,,80000,Finance,2019-07-19,active
3727,Frank,32,500000,Finance,2017-09-13,terminated
3728,Alice,40,invalid,Marketing,2018-06-20,active
3729,Alice,,1000000,Finance,2019-04-11,active
3730,Ian,25,500000,Finance,2020-11-01,terminated
3731,Charlie,25,1000000,Sales,2015-07-15,terminated
3732,David,32,70000,Sales,2018-03-04,terminated
3733,Alice,,500000,Sales,2020-05-30,terminated
3734,Ian,45,500000,Marketing,2020-01-28,active
3735,Hannah,60,70000,Finance,2016-01-13,terminated
3736,Bob,60,60000,Marketing,2020-12-05,active
3737,Hannah,25,1000000,Marketing,2020-04-21,active
3738,Grace,23,60000,Marketing,2020-09-04,active
3739,Frank,45,500000,Marketing,2015-08-27,terminated
3740,Alice,45,60000,Marketing,2018-01-18,active
3741,Grace,60,,Marketing,2016-01-17,active
3742,Jack,40,500000,Finance,2022-10-11,terminated
3743,Grace,40,50000,Sales,2019-07-14,active
3744,Ian,25,70000,Engineering,2017-11-07,active
3745,Alice,45,80000,Engineering,2016-10-25,terminated
3746,Bob,40,70000,Engineering,2016-05-16,terminated
3747,Ian,,500000,HR,2016-09-11,active
3748,Ian,,invalid,Sales,2019-08-06,active
3749,Frank,,70000,Finance,2020-04-03,terminated
3750,Frank,,80000,Marketing,2022-09-24,active
3751,David,45,80000,Engineering,2015-08-05,terminated
3752,David,,50000,Sales,2020-09-02,active
3753,Eve,45,80000,Finance,2019-02-26,terminated
